Age,Occupation,purchase1,purchase2,purchase3,purchase4,purchase5
32,11,206,7324,2441,7966,4412
40,18,2428,8759,2399,24004,14338
32,2,1919,2996,1628,5427,6267
22,19,2102,632,2323,5729,9559
35,14,3316,9835,2140,4678,12430
68,15,2147,5923,181,23871,1788
65,10,1636,9933,1870,24321,1823
38,5,273,3796,2062,15214,11965
26,2,3795,8691,2111,9140,3214
70,19,225,6014,1138,5766,3212
20,11,4293,2743,626,14462,8083
52,12,4474,9340,621,12242,11514
21,17,129,5583,1164,3876,2889
18,14,1260,9047,951,18619,1896
44,20,2120,4837,1618,1598,11825
67,16,4920,7934,81,5649,11234
51,17,2806,8014,540,2292,6611
18,17,543,9666,2422,5372,5171
59,9,3957,962,2061,4684,11902
63,17,1679,137,1484,23817,2858
22,18,3250,898,502,2321,13050
20,15,2668,7037,255,2860,13794
30,10,2896,3548,1053,6644,2316
39,9,851,2534,1483,11692,2654
38,2,203,7930,233,7755,3878
58,20,3590,1989,503,22346,5724
41,14,2886,2140,1219,24113,6810
51,13,1119,5164,1396,10315,2606
42,1,840,5473,1082,14735,669
17,9,2820,9599,1468,14915,1545
57,14,512,6006,958,24047,11537
22,18,2329,5036,2196,3274,7295
33,18,3202,3368,915,5021,559
31,15,2652,6285,796,22773,3102
66,5,2052,4271,1634,10112,5038
56,18,3772,3559,1623,6193,11252
58,2,4286,8910,688,10942,1159
36,8,999,5529,1972,4326,9194
25,20,159,4746,772,2434,13047
18,19,1577,8417,1980,674,11738
29,2,4735,9416,1698,12499,10383
62,6,4368,3648,1068,14962,4173
61,18,1,2992,1451,2247,10819
27,19,3726,7066,882,4251,9936
18,18,4845,1903,1178,16066,4045
41,8,2670,676,508,19143,7620
26,5,3465,7827,1835,3255,3469
60,18,1007,3493,1044,11145,10109
23,19,4923,6924,2417,16625,6205
59,18,906,9440,1226,22554,10669
51,14,2963,6977,1899,4501,9313
46,20,843,3150,2382,2159,357
39,10,1925,9841,1437,22746,5262
54,10,2447,4423,1136,18324,170
23,17,4467,3644,516,15873,5794
30,14,878,363,2091,24138,7783
25,9,2594,796,1166,14,6768
54,15,3321,3724,1030,19027,5250
66,1,2605,2197,1049,8297,1117
45,4,3083,2686,1643,6587,8919
21,4,3700,115,2385,11993,13661
56,17,3631,4554,1035,20041,12848
16,7,3401,709,1149,5285,2665
64,9,3874,7152,1272,4278,4114
23,4,1137,8452,55,21759,7815
65,5,1726,7024,1657,23407,1161
39,3,755,5537,1105,17304,3398
38,2,4044,9572,2361,2936,2485
20,8,1458,1989,649,11614,6009
34,19,1990,4763,182,10422,8635
27,8,3578,2479,2184,15122,6935
43,17,3060,9138,1636,18666,4553
54,13,4686,9258,1942,24909,4918
21,9,1698,2021,460,7028,9343
38,14,1555,4685,2198,7656,215
41,4,660,6495,1953,17863,2256
22,7,1822,7693,150,2482,6778
65,12,4763,2776,1161,22918,5683
39,8,2336,1467,2473,6792,12829
44,7,4532,1169,2000,16520,1773
56,5,4190,1141,2168,2454,6205
27,8,2274,5704,658,9633,8318
23,14,2428,205,1787,7322,13422
55,2,535,1461,2292,9343,874
32,19,3378,4328,613,20767,5328
26,11,4561,47,1977,23551,480
60,4,696,8463,1525,11509,13362
57,12,3943,3624,391,21707,12275
32,17,3681,6858,477,2188,292
46,8,1404,5650,1417,5485,485
44,5,207,2709,2022,11544,1953
30,13,3709,7881,978,8499,5844
47,18,4034,1456,252,11966,488
69,17,4709,3749,1419,7394,13979
49,18,4478,8424,566,18297,871
64,18,2961,9428,509,21841,14404
32,15,1076,9298,1936,10703,63
68,14,3255,8602,469,6705,8849
25,8,3002,7421,858,6333,69
43,13,3001,8920,1061,14410,6860
58,5,4398,1266,1519,7916,6927
45,2,4220,4641,537,5998,14864
40,15,1745,6666,1082,18078,12828
37,6,2733,1518,845,9557,9368
66,9,2535,5373,1431,17335,7892
26,10,4261,2285,1707,12877,5869
22,12,3099,6716,1890,21200,3307
58,2,1801,4652,148,4125,14590
63,1,1603,2222,358,19700,12526
49,5,2877,419,585,17553,3274
62,16,4543,1802,1632,9729,9828
69,17,2339,507,911,12725,6686
56,3,4534,8113,77,482,6361
45,11,443,1215,1387,17223,1427
52,13,2633,207,1746,3086,13003
46,8,4484,4214,1151,3825,13048
53,8,1170,4966,500,10428,13675
42,20,676,8327,166,17327,14264
28,11,3006,2386,1989,262,1494
20,19,4789,1850,624,19968,5995
23,13,1293,9955,1763,17602,7183
32,1,2477,7176,1568,24286,6216
20,11,4829,1141,2236,11984,7181
39,3,3970,4900,160,22331,9074
18,5,3598,3968,2136,21912,412
58,20,4729,4174,586,2165,7946
59,3,3882,7145,163,173,6705
42,6,2908,5179,285,22175,1039
35,3,2681,5435,1542,9998,9908
38,7,3116,2845,2420,24364,10884
42,9,1364,9686,680,17112,11207
39,16,1362,9755,504,18012,13414
57,11,203,4995,1275,5697,362
49,5,2421,9419,2420,21136,5313
24,1,3629,425,593,20408,14750
50,6,2708,6393,1875,16680,8840
37,7,1319,2345,2267,3586,5558
27,17,2180,4171,794,5109,3915
36,7,3338,4659,2049,5775,10109
20,7,1814,2576,1236,2543,6364
66,20,3489,7076,2026,14292,1152
60,12,108,8844,1892,5451,4282
56,2,397,7817,54,8881,7559
68,12,3747,4407,968,17785,6984
27,15,4101,1025,205,10942,7733
65,14,4132,6662,2117,7958,10745
56,3,2228,3654,460,10641,8644
57,19,3829,6420,236,4511,6148
67,7,1424,4298,1587,11343,7771
18,20,4770,401,124,14660,3576
44,14,2333,4542,1061,12715,4605
39,7,2532,3013,1234,7756,10847
53,2,2541,1643,2452,21706,3319
57,18,4808,405,127,22259,10233
39,14,112,3394,2373,16441,8979
66,18,3712,1042,952,20556,5701
57,15,2764,9001,812,15488,7092
51,19,2337,5896,2122,17482,2997
43,18,4222,678,1836,7994,14745
27,15,4155,477,1462,9970,11121
50,15,6,275,730,24066,11046
49,12,2716,789,2065,1235,1963
20,4,1761,7996,1489,16014,12331
67,14,4652,3296,471,7206,1423
19,9,1445,278,1737,3205,14496
27,5,4872,9401,734,3936,14896
68,2,3573,991,416,31,7758
65,3,2851,1712,2185,6997,14053
46,15,1079,2117,1269,24910,9654
45,13,4819,3060,2392,9589,2366
43,12,3147,8210,1407,9953,12352
30,6,4462,42,2198,21305,13889
64,6,4592,2218,540,6035,8981
54,3,4698,1045,123,14953,10120
50,19,1665,6473,725,21666,1036
27,2,4047,8476,820,19702,9277
31,20,2858,644,218,16532,5236
38,13,1169,4162,1868,3840,12343
61,8,4632,6682,2332,6636,3082
57,19,3673,8075,1416,23066,11380
42,14,4206,1786,1503,19259,12262
63,5,3814,5852,2407,7337,10857
46,8,415,1131,1814,8941,7901
65,4,4317,2376,2441,15903,12519
36,12,1322,8764,601,3208,1940
59,3,3214,2182,1931,19001,2658
19,20,3711,8778,1144,1240,8637
46,17,3276,8633,2400,21844,10400
53,13,1120,1162,2484,20169,11159
63,7,4837,6404,2293,14706,6474
40,5,918,5455,150,12787,3272
25,6,2288,2993,105,8652,10266
68,2,3000,6909,599,6866,7954
26,10,1416,2188,1586,11819,1268
51,10,4438,7255,430,7331,14077
69,9,582,5018,496,7196,2008
49,15,2905,7682,1441,8904,4358
45,17,2969,688,1805,6385,11963
24,12,3087,1957,874,7568,12302
70,9,4925,1288,888,13534,9798
36,19,4316,9189,1347,5998,3200
28,1,1799,4107,2344,4905,8400
51,10,469,2280,102,6625,9823
39,7,3840,1383,2461,3974,12891
56,5,4282,306,2025,8023,105
18,7,3420,8243,1767,734,4466
24,5,1944,4876,870,8295,11012
41,18,4468,9175,875,8466,2795
62,4,667,8847,1756,10636,12852
16,2,517,836,1089,10327,8374
56,12,273,5715,1655,5259,10695
34,15,2350,3727,706,11826,13977
21,5,3607,509,1256,2897,14701
32,7,3520,5332,1733,13019,11550
57,11,1710,4036,322,690,5625
57,1,2819,4331,1616,1298,13382
21,1,1233,9149,1787,15262,4866
29,6,884,5989,1332,9034,3870
20,11,723,8958,2173,17899,13479
48,20,1357,892,91,6952,9223
39,2,402,8780,855,10677,1671
49,7,4065,6881,402,5928,9282
53,1,552,4697,1143,22069,5197
20,5,3341,9706,2458,24729,10367
16,15,3727,7123,706,18538,10470
18,5,4899,6312,260,19400,12836
29,15,3597,4863,2088,15137,11562
51,9,110,9415,1235,16025,2943
59,1,3953,9960,2474,669,5714
65,19,1149,1550,1642,8671,5447
49,5,2052,7202,952,15810,192
27,10,3908,2256,1465,15742,9099
50,5,1955,2663,297,15177,7275
62,6,4543,3846,1812,10788,9259
56,8,832,4468,319,19381,4750
25,15,2754,4791,1342,11225,12034
60,20,4207,5581,1775,17965,3381
63,7,6,3221,108,17059,14053
42,15,4272,8620,354,1195,13702
39,3,2974,9309,139,16162,12698
52,19,1675,8870,1162,24364,955
16,2,4141,6600,1967,23354,3959
21,7,1311,323,1918,6074,5923
43,9,3849,5598,2249,10795,12610
49,13,1333,6558,580,15900,14417
38,20,4495,2897,1805,7299,8141
61,12,3713,4647,814,16444,11151
18,13,4150,8879,2392,19783,8236
49,5,3428,2927,235,14427,8438
61,2,1376,2748,841,10663,12702
28,12,652,2426,2175,7403,3596
70,1,2716,996,1123,4033,6037
55,20,3158,2441,498,7688,5256
25,10,1481,349,1839,9197,4850
40,11,142,1130,316,5497,4468
33,10,1653,6235,1510,4914,960
44,20,3645,1786,504,4654,13592
51,11,4142,1194,2273,17264,13172
41,14,879,5763,1774,11826,9491
58,17,4236,7414,482,4772,8876
41,1,4127,9176,1461,9580,13611
55,13,476,2772,1305,14784,4723
41,12,1897,8620,2032,22769,13211
69,17,705,9524,1710,17281,7961
43,6,3951,7399,1587,13075,1624
18,20,1662,4354,155,11780,12659
65,11,1251,9775,324,3063,7034
61,11,87,3292,919,13421,9255
61,6,623,4742,1530,23638,11014
44,2,1419,6366,1389,18067,538
50,16,2013,1917,1891,8540,5856
22,5,1053,3398,1230,24987,10213
41,18,3611,2687,1448,24115,3898
28,10,3129,6611,2440,16098,11918
43,8,1744,8322,1299,22660,6779
35,11,3282,6120,1926,8407,24
52,10,1753,7311,880,9128,5257
55,7,2943,6304,536,4073,7460
25,11,3847,1482,320,20637,6842
26,5,3399,2456,741,6123,11597
53,20,4258,8659,4,9248,14986
66,17,120,8604,1284,6920,5593
68,20,1328,4036,493,20824,11329
60,4,4294,3366,2494,14022,9698
52,9,1653,5268,1232,1624,5178
27,11,3517,3233,406,14981,11976
37,14,2663,5764,1728,3155,14676
23,17,2650,1676,1846,11854,12629
57,20,136,6354,1156,1883,3979
17,4,306,7320,1977,5683,3700
29,7,618,6040,759,2898,7694
70,18,1163,3911,1572,2586,6167
59,20,1068,8882,947,9574,3007
31,4,39,2586,1976,9828,14622
28,2,3341,6005,302,18181,5625
53,15,4933,693,1823,1824,9322
26,6,1817,9025,2238,21135,11437
70,14,4056,8507,1956,23650,10035
65,19,2096,5638,338,6641,6071
60,3,1466,1056,2025,1371,3727
35,8,4559,5747,2288,21710,7215
44,20,1383,4888,49,20298,1214
31,13,1741,9344,1741,7233,12389
37,1,2038,7811,2436,16612,439
19,11,4620,7625,1094,3028,14722
63,17,4164,2618,2323,12403,2149
25,1,1519,2448,1605,18027,5309
47,5,1715,3009,1649,3244,12626
70,8,3538,3094,2147,18696,12979
22,13,3447,2769,1762,24056,8545
66,3,2740,8635,1953,11302,14870
29,19,3561,3190,1773,2409,12307
48,13,3322,5404,446,17101,14572
18,9,3315,5102,2345,23146,8050
69,3,2099,7771,1970,19395,1519
62,8,4912,5464,689,774,546
69,19,520,4710,189,532,3491
50,17,3829,1797,417,9165,8392
47,7,858,9205,1024,5047,3102
32,8,949,4903,1478,6883,3746
32,17,3023,265,1440,18979,5777
18,7,4039,3178,2447,8042,9324
51,12,4820,8173,2052,1630,4582
50,16,1926,187,711,3428,1241
21,4,4144,7190,1101,3179,3154
68,18,4660,4804,2236,10507,13499
67,18,94,7882,28,2060,4455
40,5,1568,6256,38,10627,12919
18,12,1709,3699,905,13993,8435
62,11,3947,9613,653,22905,3067
28,12,2330,210,13,23136,8795
33,5,2865,3350,1702,24206,14187
29,20,733,3267,793,21568,9958
17,19,1749,295,2238,14030,699
51,6,1653,6767,677,4668,7232
24,12,2324,1180,1294,3223,5517
38,8,2598,2835,1288,6816,3496
57,17,4587,461,200,4488,8141
32,18,4917,9259,1279,8984,10490
64,13,2932,6743,779,10470,9959
42,11,705,2073,1441,20350,14453
23,15,1664,333,1725,5759,3926
48,6,3061,8223,2009,23729,14312
42,14,285,5973,1649,2927,10503
51,5,4169,8846,1908,22752,11000
65,13,1905,1420,1079,22127,2967
64,18,746,513,385,10860,7399
69,12,2129,726,1093,20757,6836
55,7,1908,580,1247,24914,11075
16,17,4867,508,1795,23078,13543
35,17,731,5603,501,10874,4114
33,7,1694,987,1863,10247,686
16,5,1620,7643,996,24478,5895
22,4,2586,2431,562,15547,2591
57,6,3603,3349,1747,11976,2566
35,20,2677,7888,1250,6702,11021
26,19,3790,5603,1077,14773,7043
36,15,3364,4192,691,4086,11003
57,10,3529,7061,2387,13189,9458
46,16,2721,6856,1554,8920,6189
19,8,1910,7459,915,3196,2243
43,16,3495,7552,2038,15681,7923
61,2,2925,2318,2103,21629,6648
47,14,3883,2368,181,469,2010
50,8,2134,4147,894,10069,1600
66,1,2904,2319,2147,23565,2169
69,3,549,5771,2361,12929,2399
47,14,3784,1965,1049,13387,631
32,5,519,2682,303,16723,11195
69,13,2061,1863,749,810,828
17,13,479,3203,2168,3032,1264
28,1,4832,8518,2400,20198,4975
36,12,4890,7964,1042,1759,3594
64,16,2394,9679,915,18529,14912
64,20,3720,5856,1743,24597,7163
37,6,2540,7109,2087,23603,11808
58,4,4098,6997,1550,7570,4929
53,7,1530,5767,480,21703,4653
47,3,3010,4307,1685,5415,14521
62,4,2353,8364,496,5185,1767
68,17,3969,4818,803,12669,1252
17,16,645,3082,1507,8650,14614
68,18,1509,6264,846,20890,14406
30,14,574,2596,35,5376,9976
63,1,1037,9234,2015,10185,3732
21,12,4408,1271,1085,6407,11320
31,18,2331,7474,521,24841,6021
43,1,506,9022,1458,23270,9525
52,16,4079,7667,1445,11409,6412
17,9,4131,894,972,18385,4300
56,8,4312,1215,2026,6251,4804
31,10,4832,4562,574,13182,6254
47,17,4897,2494,512,15885,11236
46,3,556,3488,1831,14059,577
41,10,3069,2640,408,13658,537
51,10,107,8596,404,2911,11786
27,18,1709,3652,598,14918,4065
19,13,2968,521,2348,625,13645
16,19,3632,6015,1608,14,134
50,7,4041,6837,1542,20064,1202
64,5,2255,3940,1353,22970,14567
23,16,4718,5414,859,3577,9428
54,12,9,3133,1703,18112,14314
23,3,1401,3914,819,2772,947
47,12,2258,6911,1396,22944,9732
59,20,3663,3046,1888,1296,2562
58,5,1001,2827,2021,12329,14763
39,16,159,3356,2227,19972,14727
35,16,3586,2971,1328,10420,6558
24,4,2856,5049,674,12966,7396
49,4,4442,5230,420,9344,1945
53,9,290,5373,839,10273,2171
26,10,280,7740,355,16193,14193
68,12,1954,1481,591,6730,14758
31,10,1417,8284,1287,13674,232
45,1,2511,4183,1951,9761,8382
65,15,1355,5867,1905,10273,6587
40,12,4853,9764,2021,8754,2640
59,1,1833,9643,2262,16717,4853
50,4,4179,9121,1353,22324,12324
46,3,2896,8942,1481,16289,13298
16,10,231,6669,840,5810,2473
46,16,1054,890,2419,2622,3734
58,10,753,2352,1233,1090,8205
65,16,1936,1867,2016,284,10369
61,16,1674,8650,1118,13300,3287
22,10,2515,2714,1793,2552,12950
43,4,3177,5612,216,6027,1108
50,17,2195,4876,772,10260,10815
60,12,897,6850,622,10702,12290
59,9,4129,7278,33,15006,5478
36,14,3545,740,1692,14567,3619
53,20,1025,5909,531,20353,11219
25,12,1776,8779,766,17066,789
16,8,1385,2237,1028,15819,10133
19,6,4543,8504,1280,13307,2876
20,17,1145,3423,1006,7157,7225
29,6,2883,3915,2304,22967,3473
22,5,337,2443,2436,5662,7287
67,2,1495,7398,2324,18422,238
34,17,2633,3699,1553,23372,10668
37,16,1786,215,1368,1378,9565
48,12,4121,6829,424,9416,943
36,1,1842,6753,2166,10752,13294
23,7,3439,8375,1577,20185,4074
34,15,4853,4675,280,17725,4690
25,19,4229,3007,1852,741,984
25,3,1341,9430,384,9688,3804
53,9,3069,8600,1882,16977,6896
61,9,1588,3369,2205,10911,2965
49,12,3389,4319,2257,13769,13665
55,5,2621,5910,2094,8595,10222
50,5,3484,2856,562,23201,10343
17,12,1511,4446,642,3606,1451
35,19,3287,3491,145,18147,6628
70,12,924,1708,1181,10391,2529
68,10,4579,2405,1834,5342,3194
18,1,2719,3932,495,20168,8975
17,7,112,8800,2243,16250,14481
38,11,1976,9110,2298,3274,566
33,19,2656,5333,995,9022,8411
22,11,2903,9160,582,10779,2597
24,13,3287,1995,1207,18832,10180
47,4,2128,5476,2476,13893,9832
25,10,1631,4079,869,16658,9926
69,3,4667,2374,2316,24776,5358
61,5,2822,3317,2251,7719,14307
69,14,1317,4143,1486,18555,300
25,13,2041,4879,935,21850,5858
61,10,4617,6674,87,20709,5568
32,14,2723,862,2115,20387,1625
42,15,2053,7153,2470,3732,3841
35,3,1537,1253,1301,16233,12415
64,13,1748,6352,1634,4154,9680
63,16,2209,273,2086,9125,7083
37,9,2096,5740,1699,17263,7433
36,9,2709,6204,958,590,4855
55,11,1725,3646,1960,16055,4262
35,2,569,5028,1867,2557,13135
44,15,3518,5844,1398,15476,12356
21,2,4520,4768,205,22464,5725
19,5,2130,6829,1449,3229,4390
49,10,3941,1759,2031,4083,11521
43,12,4093,9339,1082,5667,4768
20,10,4574,8139,2295,3157,5956
35,19,3641,9955,272,24753,12769
31,18,4887,5189,2320,21902,13757
42,17,3584,4401,1059,6827,8490
55,17,2260,8007,2064,22546,814
20,13,1250,4756,895,18635,8326
28,1,4335,6127,774,6117,7737
69,19,1305,3451,890,21649,13961
64,12,2026,1484,496,12351,4201
37,15,828,2916,1935,14654,6455
53,13,3101,8274,461,5048,13949
67,16,4305,9873,1749,7722,12540
63,11,2401,6874,2107,10967,9747
57,17,2668,8209,300,24355,4100
47,1,2949,2816,699,7692,9240
53,5,4781,3498,2066,18406,14917
56,19,1288,7234,1188,2888,9094
33,17,34,5438,1448,3438,336
68,18,1717,1119,1029,24084,8906
24,12,4730,199,467,23643,5083
22,15,2755,5608,2409,11111,14018
27,20,2756,2599,315,23356,14420
39,2,4548,2349,1122,20790,10730
19,9,4502,7246,179,16324,14173
60,13,55,8819,1494,16845,4464
28,1,3774,4206,1128,10293,504
37,9,2160,5231,394,15590,3521
68,4,2369,7456,1396,3710,8618
52,9,1231,9789,199,15727,8757
37,3,4115,1636,171,17680,1562
33,2,4150,4899,948,2792,10667
53,12,3418,9641,100,23456,3726
40,9,2998,8907,150,21827,12001
52,2,3554,4146,2308,24408,913
31,1,1286,4825,2018,4438,13736
27,7,709,245,2404,2490,2504
60,5,3798,5805,2198,12193,12825
69,3,888,7347,2301,55,13789
45,3,41,1969,1294,3938,5494
68,18,4264,3688,2284,17899,12205
36,1,3342,3725,108,6188,2743
59,12,3958,1467,2499,10038,8005
43,16,1724,3227,1938,19870,6211
40,10,581,9791,863,8490,4965
69,7,3057,8924,224,6732,252
50,9,2730,8336,998,11280,7000
52,8,4183,6793,175,9150,494
16,19,1356,5990,418,17969,13337
44,6,3726,7964,878,9266,1615
17,10,2905,3851,331,19752,9298
57,14,2834,1464,696,22711,11302
58,13,3064,9482,2047,8238,10495
17,19,1366,627,823,15215,2935
33,1,180,3410,1051,20364,5729
41,7,553,248,1595,13503,8291
26,12,50,625,2466,5376,1153
70,20,200,2601,107,7091,6749
65,2,3912,8365,2284,15388,5944
68,12,4855,4633,361,5783,6580
42,11,1186,7251,525,21218,6376
46,5,2776,5010,272,11200,7574
38,1,3734,3972,1956,19546,5798
38,15,2588,4380,1923,13789,7664
25,13,1412,3837,39,1899,14026
57,14,3856,666,1918,24783,12761
26,13,858,4087,1227,19088,8350
38,8,159,455,926,7838,4881
66,17,868,63,2143,12013,12172
43,7,2075,4985,2206,10765,2796
34,13,4993,6265,1755,7848,7636
21,19,2511,7502,1154,24305,12963
65,20,1562,8847,1441,13971,8542
52,18,1997,7036,1892,12660,5355
42,6,4322,1875,680,24102,7674
44,3,2827,4470,163,18921,7150
37,10,2974,9344,823,991,14924
46,5,2042,452,1395,12507,8817
58,2,3008,5011,370,4953,804
38,6,4148,8427,2490,17545,6789
53,6,1652,9674,1132,11365,14858
35,15,916,1669,954,9980,10875
29,17,4926,2128,2037,6642,623
48,6,2470,8309,947,14549,4194
37,8,4370,8475,1490,17958,8947
23,17,1632,795,464,23894,9071
40,13,3663,2986,451,634,6744
61,1,2526,5440,1162,22871,6525
45,18,4302,2147,2197,7039,794
69,15,4411,6158,1164,12616,12893
36,8,434,6551,875,23983,9758
54,16,1358,9307,1837,22568,10148
32,4,2626,2239,720,6434,14032
53,16,874,2982,1341,18310,2826
36,13,1560,1118,1220,7404,1940
64,5,1502,3948,2387,17538,8150
37,3,4801,696,52,11808,14466
24,16,974,9427,330,12195,7755
20,4,332,8608,158,19279,2670
63,12,2464,4160,303,9148,2036
52,11,1377,2454,1808,2796,11804
68,6,3667,9537,1499,17748,249
17,3,3424,3422,1487,12114,4456
59,7,2778,892,1804,22254,10242
62,7,2513,5053,1530,17011,8743
36,14,1633,1703,2261,2123,2627
20,15,954,8948,1508,8521,3398
24,19,2264,8903,935,21803,2807
64,4,423,4931,745,8187,10924
44,19,4023,2289,1626,1174,4701
59,8,645,2409,2001,5779,5739
62,16,4681,2285,1996,3581,11076
40,11,4345,1263,667,15246,11158
36,8,4919,9506,370,10501,5259
43,13,2842,8220,2159,18924,7849
27,7,33,3729,267,20233,12126
47,7,2105,9457,1813,14439,11830
44,3,1141,7407,1867,24930,7646
63,7,2861,4464,400,13089,12870
51,9,1512,3092,1610,17793,7950
66,4,3099,7032,296,23448,2239
19,8,1434,7620,930,17802,9902
17,5,4042,6746,2421,4052,1648
41,3,1160,6888,1031,17204,5438
39,17,1188,4649,1390,24189,14971
23,4,4897,8809,1953,9543,4651
22,18,3447,9387,2192,13265,3076
63,19,3283,8898,86,14610,11332
39,6,1731,7367,1738,17688,8845
33,6,3113,2138,1127,17029,11817
36,11,1153,1632,1751,20995,10162
27,7,3957,4121,921,2585,6417
32,7,819,1502,1612,20910,468
20,10,1584,5740,288,5215,7115
16,8,2182,1356,575,19150,8164
60,16,2679,4913,1192,15898,14395
25,11,3015,409,1794,23251,12630
58,17,2183,4839,1430,21025,12680
49,8,3416,7411,616,3702,6760
31,20,1931,4590,373,9387,13568
46,9,2931,2575,2280,14883,11343
35,6,4700,8473,1120,17442,10018
67,6,4906,7427,1171,24927,5851
18,11,3348,3058,2375,4,4334
55,6,4430,8225,1070,22804,345
59,1,1160,6449,95,16908,3989
26,18,240,9235,338,10204,10249
49,18,4786,8604,407,7938,2253
28,7,1618,3396,228,11792,4301
64,20,711,2492,961,11799,10723
42,10,3648,519,605,3754,14598
19,9,2248,7271,1354,3596,11695
65,4,2898,6148,567,18773,8194
31,11,3824,8302,761,10485,3248
50,13,1860,9890,803,4184,9866
49,13,2072,3125,1297,15697,9226
33,12,3251,7381,571,1857,10906
30,13,3111,682,1510,13019,10961
53,9,2928,9242,1851,13861,8682
56,6,3723,5028,1846,14508,12767
43,10,2555,6768,2304,17155,8066
65,15,2913,6002,1020,1662,10006
43,2,1599,9892,49,8212,653
60,1,2506,1960,1891,16576,258
39,14,1354,8675,1287,421,5707
21,13,3410,47,254,4950,11216
57,10,815,9198,1425,18311,8089
47,6,3707,6134,2202,8013,8565
31,20,3035,1503,1730,6425,2596
60,2,1435,136,1883,14048,6608
32,19,3372,4137,243,2239,6268
69,2,4050,9473,1612,1056,1190
69,19,488,1433,392,5062,6924
52,18,2842,6598,1573,18891,14020
45,18,3463,5839,1832,6022,11245
